4.469456109500000000e+10	4.167081805200000000e+10	0.000000000000000000e+00
5.205124559980000000e+11	5.268771635230000000e+11	0.000000000000000000e+00
5.210518538850000000e+11	3.702122063600000000e+10	0.000000000000000000e+00
5.291067623760000000e+11	5.210497211810000000e+11	0.000000000000000000e+00
5.213425269210000000e+11	5.282890295530000000e+11	1.000000000000000000e+00
5.260802786590000000e+11	4.183580871800000000e+10	0.000000000000000000e+00
5.247975648270000000e+11	5.250825366610000000e+11	0.000000000000000000e+00
5.278713480980000000e+11	5.259861621580000000e+11	0.000000000000000000e+00
3.776927188900000000e+10	5.206377792430000000e+11	0.000000000000000000e+00
5.233769636730000000e+11	5.265663702140000000e+11	1.000000000000000000e+00
5.239406682510000000e+11	5.264594804890000000e+11	0.000000000000000000e+00
5.277334844580000000e+11	5.212176479150000000e+11	0.000000000000000000e+00
4.370837098500000000e+10	4.244329212200000000e+10	0.000000000000000000e+00
5.219042031730000000e+11	5.265858408060000000e+11	1.000000000000000000e+00
5.270822436540000000e+11	5.269175997200000000e+11	0.000000000000000000e+00
5.276077595610000000e+11	4.437304464000000000e+10	0.000000000000000000e+00
5.259068773460000000e+11	5.261051762120000000e+11	1.000000000000000000e+00
5.276900826990000000e+11	5.248390168660000000e+11	0.000000000000000000e+00
5.278713480980000000e+11	3.826812639900000000e+10	0.000000000000000000e+00
5.272620236350000000e+11	5.269912163020000000e+11	0.000000000000000000e+00
5.283704938740000000e+11	5.208487189940000000e+11	0.000000000000000000e+00
4.393919518100000000e+10	5.228802494040000000e+11	0.000000000000000000e+00
1.942588712400000000e+10	5.210775160930000000e+11	0.000000000000000000e+00
4.461835678200000000e+10	5.266037961050000000e+11	0.000000000000000000e+00
5.231649214480000000e+11	5.237572519330000000e+11	0.000000000000000000e+00
5.228637182150000000e+11	5.232744349710000000e+11	0.000000000000000000e+00
5.237755659400000000e+11	5.285246074530000000e+11	0.000000000000000000e+00
5.286330344870000000e+11	5.271459527420000000e+11	0.000000000000000000e+00
5.242685821330000000e+11	5.264578643110000000e+11	0.000000000000000000e+00
5.233183255400000000e+11	4.459370169600000000e+10	0.000000000000000000e+00
5.278713480980000000e+11	4.438602280500000000e+10	0.000000000000000000e+00
5.291039624730000000e+11	5.284991728540000000e+11	0.000000000000000000e+00
5.256853498580000000e+11	5.271228066140000000e+11	0.000000000000000000e+00
5.212030928850000000e+11	5.212481410190000000e+11	0.000000000000000000e+00
4.494260339300000000e+10	5.264885782230000000e+11	0.000000000000000000e+00
5.254849163960000000e+11	5.279613579670000000e+11	0.000000000000000000e+00
4.461778462500000000e+10	1.585665257300000000e+10	0.000000000000000000e+00
3.699735347200000000e+10	5.210279552700000000e+11	0.000000000000000000e+00
4.366230351600000000e+10	3.705524370200000000e+10	0.000000000000000000e+00
5.210772000420000000e+11	5.279992394160000000e+11	0.000000000000000000e+00
4.530029284700000000e+10	3.769604485400000000e+10	0.000000000000000000e+00
5.287350247930000000e+11	5.272248677620000000e+11	0.000000000000000000e+00
5.291020942080000000e+11	5.250535049130000000e+11	0.000000000000000000e+00
5.234019657710000000e+11	5.277563253120000000e+11	0.000000000000000000e+00
5.230607779470000000e+11	5.252266387170000000e+11	0.000000000000000000e+00
4.380383251600000000e+10	5.262860340340000000e+11	0.000000000000000000e+00
5.254947633660000000e+11	4.190440918200000000e+10	0.000000000000000000e+00
4.295362683600000000e+10	5.237801793680000000e+11	0.000000000000000000e+00
5.265876895710000000e+11	5.245675258390000000e+11	0.000000000000000000e+00
3.779222421300000000e+10	5.208382416970000000e+11	0.000000000000000000e+00
5.280396421030000000e+11	5.265646620170000000e+11	0.000000000000000000e+00
5.245390596710000000e+11	5.209595543620000000e+11	0.000000000000000000e+00
5.272569781050000000e+11	3.878179442800000000e+10	0.000000000000000000e+00
5.204411354390000000e+11	4.259726302400000000e+10	0.000000000000000000e+00
5.265752774670000000e+11	5.216054764210000000e+11	0.000000000000000000e+00
5.262887450020000000e+11	5.283610567010000000e+11	0.000000000000000000e+00
5.276077595610000000e+11	5.276067271680000000e+11	0.000000000000000000e+00
4.385903386600000000e+10	3.920909199200000000e+10	0.000000000000000000e+00
4.372916396900000000e+10	5.265186616970000000e+11	0.000000000000000000e+00
5.258989156150000000e+11	5.206749377260000000e+11	0.000000000000000000e+00
4.461835678200000000e+10	5.262860340340000000e+11	0.000000000000000000e+00
5.277656370670000000e+11	5.228892334600000000e+11	0.000000000000000000e+00
5.294679664840000000e+11	4.377477092500000000e+10	0.000000000000000000e+00
5.294584229340000000e+11	4.508541311900000000e+10	0.000000000000000000e+00
5.218237285410000000e+11	5.280811246780000000e+11	0.000000000000000000e+00
4.375149014800000000e+10	5.280769548000000000e+11	0.000000000000000000e+00
5.276077595610000000e+11	3.776927188900000000e+10	0.000000000000000000e+00
5.254830910900000000e+11	5.270920965930000000e+11	1.000000000000000000e+00
5.210574304210000000e+11	5.273996979360000000e+11	1.000000000000000000e+00
5.282881012550000000e+11	5.264561516100000000e+11	0.000000000000000000e+00
5.276900826990000000e+11	5.262121707620000000e+11	0.000000000000000000e+00
5.255333777560000000e+11	4.244329212200000000e+10	0.000000000000000000e+00
5.234078212550000000e+11	5.286371213070000000e+11	0.000000000000000000e+00
5.271690810600000000e+11	4.376009619900000000e+10	0.000000000000000000e+00
5.247951966700000000e+11	5.206304315770000000e+11	0.000000000000000000e+00
5.272214194110000000e+11	4.342948341000000000e+10	0.000000000000000000e+00
5.283218184950000000e+11	5.265331022720000000e+11	0.000000000000000000e+00
4.374481348700000000e+10	5.253030832050000000e+11	0.000000000000000000e+00
